city;district;neighborhood;condition;type;rooms;area_m2;lift;views;floor;prices
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;81;No;interior; floor 5;490000
Barcelona;Gràcia;Vallcarca i els Penitents;needs refurb;Flat;3;72;Yes;exterior; floor 2;265000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Detached;10;690;No;exterior;Multiple;3950000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;55;No;exterior; floor 3;155000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Penthouse;3;70;Yes;exterior; floor 8;365000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;4;90;No;exterior; floor 2;239000
Barcelona;Sants-Montjuïc;Hostafrancs;needs refurb;Flat;3;64;Yes;exterior; floor 2;220000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;3;58;No;exterior; floor 3;140000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;129;Yes;exterior; floor 2;599000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;120;Yes;exterior; floor 3;595000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;114;No;exterior; floor 3;335000
Barcelona;Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;4;95;Yes;exterior; floor 3;430000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;117;Yes;exterior; floor 1;410000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;4;134;No;exterior; floor 2;395000
Barcelona;Nou Barris;la Trinitat Nova;needs refurb;Penthouse;2;76;No;exterior; floor 4;125000
Barcelona;Les Corts;les Corts;needs refurb;Flat;4;125;Yes;interior; floor 6;550000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;7;228;Yes;exterior; floor 2;2200000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;6;200;Yes;exterior; floor 3;710000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;3;150;Yes;exterior; floor 1;550000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;5;150;Yes;exterior; floor 1;410000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;64;Yes;exterior; floor 2;190000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;4;140;Yes;exterior; floor 2;550000
Barcelona;Horta-Guinardó;la Font d'en Fargues;needs refurb;Flat;3;145;No;exterior;ground floor;259000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;3;90;Yes;exterior; floor 4;410000
Barcelona;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;needs refurb;Penthouse;3;84;No;exterior; floor 3;330000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;7;391;Yes;exterior; floor 4;1690000
Barcelona;Eixample;Sant Antoni;needs refurb;Flat;3;129;Yes;exterior; floor 3;550000
Barcelona;Gràcia;la Vila de Gràcia;needs refurb;Flat;2;80;Yes;exterior; floor 3;320000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;320;Yes;exterior; floor 3;1750000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;158;Yes;exterior; floor 1;680000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;153;Yes;exterior; floor 3;650000
Barcelona;Sant Andreu;el Congrés i els Indians;needs refurb;Penthouse;3;64;Yes;exterior; floor 4;179900
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;7;184;Yes;exterior; floor 4;780000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;176;Yes;exterior; floor 2;750000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;8;261;Yes;exterior; floor 4;978000
Barcelona;Gràcia;Vallcarca i els Penitents;needs refurb;Flat;5;317;No;exterior;mezzanine;699000
Barcelona;Sant Martí;el Poblenou;needs refurb;Flat;5;192;No;exterior; floor 1;549000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;141;Yes;exterior; floor 4;622000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Penthouse;3;47;No;exterior; floor 4;199900
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;90;Yes;exterior; floor 4;400000
Barcelona;Gràcia;la Vila de Gràcia;needs refurb;Flat;4;118;Yes;exterior; floor 3;550000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;3;132;Yes;exterior; floor 4;498000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;3;85;No;exterior; floor 1;239000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;82;Yes;exterior; floor 1;350000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;87;Yes;exterior; floor 1;570000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;212;No;exterior; floor 2;850000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;130;Yes;exterior; floor 2;520000
Barcelona;Ciutat Vella;el Raval;needs refurb;Flat;6;175;Yes;exterior; floor 5;635000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;58;Yes;exterior; floor 5;450000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;4;136;Yes;exterior; floor 3;890000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;121;Yes;exterior; floor 4;465000
Barcelona;Nou Barris;Vilapicina i la Torre Llobeta;needs refurb;Flat;3;70;Yes;interior; floor 3;155000
Barcelona;Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;4;136;Yes;exterior; floor 2;475000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;5;145;Yes;exterior; floor 3;790000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;4;188;Yes;exterior; floor 2;599000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;87;Yes;exterior; floor 2;330000
Barcelona;Sant Andreu;Sant Andreu;needs refurb;Flat;3;65;Yes;exterior; floor 2;185000
Barcelona;Horta-Guinardó;Horta;needs refurb;Detached;10;297;No;exterior;Multiple;795000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;4;123;Yes;exterior; floor 4;690000
Barcelona;Horta-Guinardó;el Carmel;needs refurb;Detached;5;142;No;exterior;Multiple;450000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;5;139;Yes;exterior; floor 5;657000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;5;335;No;exterior; floor 6;2850000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;137;Yes;exterior; floor 2;550000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;65;Yes;exterior; floor 6;385000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Detached;7;650;No;exterior;Multiple;2300000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;3;235;No;exterior; floor 1;712500
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;6;274;Yes;exterior; floor 5;1670000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;65;No;exterior; floor 1;210000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;196;Yes;exterior; floor 4;900000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;2;50;No;exterior; floor 1;175000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;2;143;Yes;exterior;mezzanine;900000
Barcelona;Gràcia;Vallcarca i els Penitents;needs refurb;Flat;3;80;Yes;exterior; floor 4;310000
Barcelona;Eixample;el Fort Pienc;needs refurb;Flat;4;90;Yes;interior; floor 1;325000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;55;No;exterior; floor 2;175000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;97;Yes;exterior; floor 2;367000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Penthouse;2;86;Yes;exterior; floor 5;302000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;129;Yes;exterior; floor 1;718500
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;3;73;Yes;exterior; floor 1;290000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;104;Yes;exterior; floor 3;345000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;3;80;No;exterior; floor 2;210000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;204;Yes;exterior; floor 2;780000
Barcelona;Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;217;No;exterior;mezzanine;990000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;157;Yes;exterior; floor 1;545000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;114;Yes;exterior; floor 1;340000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Penthouse;1;85;Yes;exterior; floor 1;460000
Barcelona;Nou Barris;la Trinitat Nova;needs refurb;Flat;2;76;No;exterior; floor 4;125000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;80;Yes;exterior; floor 3;295000
Barcelona;Eixample;Sant Antoni;needs refurb;Flat;3;116;Yes;exterior; floor 2;550000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;73;Yes;exterior; floor 10;435000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;150;Yes;exterior; floor 1;830000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;3;114;No;exterior; floor 2;350000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;73;Yes;exterior; floor 9;460000
Barcelona;Sants-Montjuïc;Sants;needs refurb;Flat;4;85;Yes;exterior;mezzanine;310000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;needs refurb;Flat;6;257;Yes;exterior; floor 4;800000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;6;549;Yes;exterior; floor 1;1950000
Barcelona;Sant Martí;el Poblenou;needs refurb;Flat;4;99;Yes;exterior; floor 2;378000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;3;100;Yes;exterior; floor 1;550000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;120;Yes;exterior; floor 5;650000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;3;74;Yes;exterior; floor 8;430000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;2;73;Yes;exterior; floor 8;460000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;81;No;interior; floor 4;480000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;123;Yes;exterior; floor 4;740000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;7;250;Yes;exterior; floor 3;1000000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;5;220;Yes;exterior; floor 5;620000
Barcelona;Nou Barris;la Prosperitat;needs refurb;Flat;1;74;No;exterior;ground floor;87000
Barcelona;Sant Andreu;la Sagrera;needs refurb;Flat;1;74;Yes;interior; floor 1;156000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;120;Yes;exterior; floor 3;391000
Barcelona;Sants-Montjuïc;Sants;needs refurb;Penthouse;4;77;No;exterior; floor 3;285000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;110;Yes;exterior; floor 3;495000
Barcelona;Sant Andreu;Sant Andreu;needs refurb;Flat;3;69;Yes;exterior; floor 3;186000
Barcelona;Gràcia;la Vila de Gràcia;needs refurb;Flat;4;66;No;exterior; floor 1;229000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;3;46;No;interior; floor 4;185000
Barcelona;Nou Barris;Can Peguera;needs refurb;Flat;3;54;Yes;exterior; floor 4;125000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Penthouse;4;130;Yes;exterior; floor 6;699000
Barcelona;Sant Andreu;el Congrés i els Indians;needs refurb;Flat;3;104;Yes;exterior; floor 1;295000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;87;Yes;exterior; floor 1;570000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;212;Yes;exterior; floor 2;850000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;5;154;No;exterior; floor 1;460000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;2;80;Yes;exterior;ground floor;325000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;5;250;Yes;interior;mezzanine;790000
Barcelona;Eixample;la Sagrada Família;needs refurb;Penthouse;2;35;Yes;exterior; floor 5;190000
Barcelona;Sant Martí;Provençals del Poblenou;needs refurb;Flat;3;90;Yes;exterior; floor 1;250000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;142;Yes;exterior; floor 4;750000
Barcelona;Horta-Guinardó;el Carmel;needs refurb;Flat;3;67;Yes;interior; floor 3;155000
Barcelona;Les Corts;les Corts;needs refurb;Flat;4;146;Yes;interior; floor 1;520000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;337;Yes;exterior; floor 2;1060000
Barcelona;Horta-Guinardó;el Carmel;needs refurb;Flat;3;55;No;exterior;ground floor;149000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Terraced;1;154;No;exterior;Multiple;390000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;141;Yes;exterior; floor 7;670000
Barcelona;Sant Andreu;el Bon Pastor;needs refurb;House;7;200;No;exterior;Multiple;279900
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;132;Yes;exterior; floor 3;598000
Barcelona;Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;4;73;Yes;exterior; floor 9;350000
Barcelona;Sants-Montjuïc;Hostafrancs;needs refurb;Flat;1;20;No;interior; floor 1;90000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;85;Yes;exterior; floor 2;480000
Barcelona;Ciutat Vella;el Raval;needs refurb;Flat;1;54;No;exterior; floor 3;142500
Barcelona;Ciutat Vella;el Raval;needs refurb;Penthouse;2;70;Yes;interior; floor 5;280000
Barcelona;Ciutat Vella;el Raval;needs refurb;Penthouse;1;61;Yes;exterior; floor 5;250000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;76;Yes;exterior; floor 1;570000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;4;178;Yes;exterior; floor 6;1150000
Barcelona;Eixample;Sant Antoni;needs refurb;Flat;4;89;Yes;exterior; floor 1;350000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;4;124;Yes;exterior; floor 1;390000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Penthouse;5;185;Yes;exterior; floor 5;1390000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;67;Yes;exterior; floor 3;205000
Barcelona;Horta-Guinardó;Sant Genís dels Agudells;needs refurb;Flat;4;123;Yes;exterior; floor 1;270000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;210;Yes;exterior; floor 3;1195000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;5;136;Yes;exterior; floor 6;470000
Barcelona;Eixample;el Fort Pienc;needs refurb;Penthouse;3;110;Yes;exterior; floor 8;469000
Barcelona;Ciutat Vella;el Raval;needs refurb;Flat;2;40;No;exterior; floor 1;96000
Barcelona;Ciutat Vella;el Raval;needs refurb;Flat;2;50;Yes;exterior; floor 5;200000
Barcelona;Les Corts;les Corts;needs refurb;Flat;8;447;Yes;exterior; floor 3;2100000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;69;Yes;exterior; floor 1;299000
Barcelona;Sarrià-Sant Gervasi;Sarrià;needs refurb;Penthouse;4;91;Yes;exterior; floor 4;520000
Barcelona;Sant Andreu;Navas;needs refurb;Flat;3;74;Yes;exterior; floor 6;279000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;4;94;No;exterior; floor 1;325000
Barcelona;Eixample;la Sagrada Família;needs refurb;Penthouse;3;85;Yes;exterior; floor 7;470000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;157;Yes;exterior; floor 1;505000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;3;79;Yes;exterior; floor 3;330000
Barcelona;Eixample;el Fort Pienc;needs refurb;Flat;3;65;Yes;exterior; floor 6;300000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;133;Yes;exterior; floor 4;900000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;4;94;No;exterior; floor 2;325000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;3;121;Yes;exterior; floor 1;365000
Barcelona;Les Corts;les Corts;needs refurb;Flat;6;300;Yes;exterior; floor 1;1500000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;6;216;Yes;exterior; floor 1;899000
Barcelona;Sant Andreu;Sant Andreu;needs refurb;Flat;3;64;Yes;exterior; floor 7;199900
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;3;112;Yes;exterior; floor 5;390000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;7;155;Yes;exterior; floor 4;550000
Barcelona;Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;4;70;Yes;exterior; floor 6;255000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;3;74;Yes;interior; floor 9;435000
Barcelona;Sants-Montjuïc;Sants;needs refurb;Flat;4;86;Yes;exterior; floor 3;300000
Barcelona;Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;168;Yes;exterior;ground floor;750000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;224;Yes;exterior; floor 3;798000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;106;Yes;exterior; floor 4;520000
Barcelona;Sant Martí;Provençals del Poblenou;needs refurb;Flat;4;110;Yes;exterior; floor 5;235000
Barcelona;Sant Andreu;el Bon Pastor;needs refurb;Flat;3;74;Yes;exterior;mezzanine;161500
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;6;285;Yes;exterior; floor 2;1780000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;4;130;Yes;exterior; floor 1;580000
Barcelona;Sant Martí;el Parc i la Llacuna del Poblenou;needs refurb;Flat;4;74;Yes;exterior; floor 4;241000
Barcelona;Sarrià-Sant Gervasi;el Putxet i el Farró;needs refurb;Flat;4;98;Yes;exterior; floor 4;365000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;5;117;Yes;exterior;mezzanine;499000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;92;Yes;exterior; floor 4;285000
Barcelona;Eixample;el Fort Pienc;needs refurb;Duplex;2;105;Yes;exterior;ground floor;400000
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Penthouse;3;70;Yes;interior; floor 8;340000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;67;Yes;interior; floor 6;199000
Barcelona;Les Corts;la Maternitat i Sant Ramon;needs refurb;Flat;3;80;Yes;exterior; floor 5;240000
Barcelona;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;needs refurb;Flat;3;90;Yes;exterior; floor 4;315000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;3;73;Yes;exterior; floor 9;435000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;6;181;Yes;exterior; floor 4;928800
Barcelona;Eixample;la Sagrada Família;needs refurb;Penthouse;5;250;Yes;exterior; floor 8;1150000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;79;Yes;exterior; floor 3;450000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;77;Yes;interior; floor 1;450000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;3;73;Yes;exterior; floor 8;430000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;83;Yes;exterior; floor 1;270000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;3;79;Yes;interior; floor 1;440000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;4;196;Yes;exterior; floor 1;595000
Barcelona;Eixample;la Sagrada Família;needs refurb;Penthouse;2;88;Yes;exterior; floor 3;240000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;3;82;No;exterior; floor 3;248000
Barcelona;Eixample;Sant Antoni;needs refurb;Flat;4;98;Yes;exterior; floor 1;340000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;68;No;exterior; floor 3;152000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Duplex;2;50;No;exterior; floor 2;260000
Barcelona;Nou Barris;Porta;needs refurb;Penthouse;3;65;Yes;exterior; floor 4;189000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;66;Yes;exterior; floor 6;214900
Barcelona;Eixample;la Nova Esquerra de l'Eixample;needs refurb;Flat;4;134;Yes;exterior; floor 5;490000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;3;68;Yes;exterior; floor 1;179000
Barcelona;Sants-Montjuïc;la Marina de Port;needs refurb;Flat;3;75;Yes;exterior; floor 5;195000
Barcelona;Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;4;118;Yes;exterior; floor 3;560000
Barcelona;Sant Martí;la Verneda i la Pau;needs refurb;Flat;4;75;Yes;exterior; floor 1;183000
Barcelona;Sant Andreu;la Sagrera;needs refurb;Flat;4;89;Yes;exterior; floor 2;260000
Barcelona;Eixample;la Sagrada Família;needs refurb;Duplex;4;350;No;exterior;ground floor;390000
Barcelona;Ciutat Vella;el Barri Gòtic;needs refurb;Flat;4;240;Yes;exterior; floor 1;1190000
Barcelona;Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Penthouse;3;84;Yes;exterior; floor 5;399000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;5;148;Yes;exterior; floor 5;590000
Barcelona;Sant Martí;Sant Martí de Provençals;needs refurb;Flat;4;93;Yes;exterior; floor 8;278000
Barcelona;Eixample;Sant Antoni;needs refurb;Flat;5;188;Yes;exterior; floor 1;580000
Barcelona;Sant Martí;el Camp de l'Arpa del Clot;needs refurb;Flat;3;70;Yes;exterior; floor 3;230000
Barcelona;Sants-Montjuïc;Sants;needs refurb;Flat;3;78;No;exterior; floor 2;177000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;2;51;No;exterior; floor 3;150000
Barcelona;Sants-Montjuïc;la Marina de Port;needs refurb;Flat;3;86;Yes;exterior;mezzanine;200000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;3;69;Yes;exterior; floor 9;435000
Barcelona;Gràcia;el Camp d'en Grassot i Gràcia Nova;needs refurb;Flat;2;59;Yes;exterior; floor 1;198000
Barcelona;Sants-Montjuïc;Sants;needs refurb;Flat;5;110;Yes;exterior; floor 7;540000
Barcelona;Les Corts;Pedralbes;needs refurb;Penthouse;3;69;Yes;exterior; floor 8;430000
Barcelona;Les Corts;Pedralbes;needs refurb;Flat;3;70;Yes;exterior; floor 5;415000
Barcelona;Sarrià-Sant Gervasi;Sarrià;needs refurb;Flat;3;73;Yes;exterior; floor 3;375000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;4;130;Yes;exterior; floor 6;480000
Barcelona;Eixample;l'Antiga Esquerra de l'Eixample;needs refurb;Flat;2;80;Yes;exterior; floor 5;455000
Barcelona;Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;4;140;Yes;exterior; floor 1;790000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;2;95;Yes;exterior; floor 3;340000
Barcelona;Ciutat Vella;el Raval;needs refurb;Flat;3;130;No;exterior; floor 2;450000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;4;80;Yes;exterior; floor 1;325000
Barcelona;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;needs refurb;Flat;5;145;Yes;exterior; floor 3;790000
Barcelona;Sarrià-Sant Gervasi;les Tres Torres;needs refurb;Flat;5;145;Yes;exterior; floor 3;790000
Barcelona;Nou Barris;Porta;needs refurb;Flat;3;55;Yes;exterior; floor 4;189000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;5;113;Yes;exterior; floor 5;460000
Barcelona;Eixample;la Sagrada Família;needs refurb;Flat;4;89;Yes;exterior; floor 7;385000
Barcelona;Ciutat Vella;el Raval;needs refurb;Flat;3;50;No;exterior; floor 1;184000
Barcelona;Sants-Montjuïc;Hostafrancs;needs refurb;Flat;2;72;No;exterior; floor 1;174000
Barcelona;Gràcia;la Vila de Gràcia;needs refurb;Flat;3;52;No;exterior; floor 3;228000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;3;95;Yes;interior; floor 1;410000
Barcelona;Eixample;la Dreta de l'Eixample;needs refurb;Flat;7;200;Yes;exterior; floor 1;680000
Barcelona;Sarrià-Sant Gervasi;Sarrià;needs refurb;Semi-detached;3;77;No;exterior;Multiple;365000
Barcelona;Nou Barris;Canyelles;needs refurb;Flat;1;51;Yes;exterior;ground floor;118000
Barcelona;Les Corts;les Corts;needs refurb;Flat;2;49;Yes;exterior; floor 2;210000
Barcelona;Nou Barris;la Prosperitat;needs refurb;Flat;2;53;No;exterior;ground floor;49000
Barcelona;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera;needs refurb;Flat;2;55;No;exterior; floor 3;215000
Barcelona;Sants-Montjuïc;la Marina de Port;needs refurb;Flat;3;77;Yes;exterior; floor 5;224000
Barcelona;Gràcia;la Vila de Gràcia;needs refurb;Flat;2;74;No;exterior; floor 1;349000
Barcelona;Horta-Guinardó;Horta;needs refurb;Detached;5;161;No;exterior;Multiple;490000
Barcelona;Sants-Montjuïc;el Poble Sec - AEI Parc de Montjuïc;needs refurb;Flat;4;95;Yes;interior; floor 4;280000
